415430 + 425587,1.25
415430 + 427058,0.25
4225587 + 427058,2
420899 + 417670,1
424290 + 429707,0.75
424290 + 417482,0.625
424290 + 420973,0.75
429707 + 417482,0.75
429707 + 420973,0.75
417482 + 420973,0.75
