Archaeasin-1 + Archaeasin-2;Archaeasin-1 + Archaeasin-17;Archaeasin-1 + Archaeasin-69;Archaeasin-2 + Archaeasin-17;Archaeasin-2 + Archaeasin-69;Archaeasin-4 + Archaeasin-5;Archaeasin-11 + Archaeasin-12;Archaeasin-11 + Archaeasin-13;Archaeasin-12 + Archaeasin-13;Archaeasin-14 + Archaeasin-15;Archaeasin-17 + Archaeasin-69;Archaeasin-21 + Archaeasin-22;Archaeasin-21 + Archaeasin-23;Archaeasin-21 + Archaeasin-24;Archaeasin-21 + Archaeasin-25;Archaeasin-21 + Archaeasin-27;Archaeasin-21 + Archaeasin-28;Archaeasin-22 + Archaeasin-23;Archaeasin-22 + Archaeasin-24;Archaeasin-22 + Archaeasin-25;Archaeasin-22 + Archaeasin-27;Archaeasin-22 + Archaeasin-28;Archaeasin-23 + Archaeasin-24;Archaeasin-23 + Archaeasin-25;Archaeasin-23 + Archaeasin-27;Archaeasin-23 + Archaeasin-28;Archaeasin-24 + Archaeasin-25;Archaeasin-24 + Archaeasin-27;Archaeasin-24 + Archaeasin-28;Archaeasin-25 + Archaeasin-27;Archaeasin-25 + Archaeasin-28;Archaeasin-27 + Archaeasin-28;Archaeasin-31 + Archaeasin-34;Archaeasin-36 + Archaeasin-44;Archaeasin-40 + Archaeasin-41;Archaeasin-40 + Archaeasin-42;Archaeasin-41 + Archaeasin-42;Archaeasin-45 + Archaeasin-46;Archaeasin-45 + Archaeasin-47;Archaeasin-45 + Archaeasin-48;Archaeasin-46 + Archaeasin-47;Archaeasin-46 + Archaeasin-48;Archaeasin-47 + Archaeasin-48;Archaeasin-54 + Archaeasin-56;Archaeasin-54 + Archaeasin-57;Archaeasin-54 + Archaeasin-58;Archaeasin-54 + Archaeasin-59;Archaeasin-56 + Archaeasin-57;Archaeasin-56 + Archaeasin-58;Archaeasin-56 + Archaeasin-59;Archaeasin-57 + Archaeasin-58;Archaeasin-57 + Archaeasin-59;Archaeasin-58 + Archaeasin-59;Archaeasin-60 + Archaeasin-61;Archaeasin-60 + Archaeasin-62;Archaeasin-60 + Archaeasin-63;Archaeasin-60 + Archaeasin-64;Archaeasin-60 + Archaeasin-65;Archaeasin-61 + Archaeasin-62;Archaeasin-61 + Archaeasin-63;Archaeasin-61 + Archaeasin-64;Archaeasin-61 + Archaeasin-65;Archaeasin-62 + Archaeasin-63;Archaeasin-62 + Archaeasin-64;Archaeasin-62 + Archaeasin-65;Archaeasin-63 + Archaeasin-64;Archaeasin-63 + Archaeasin-65;Archaeasin-64 + Archaeasin-65;Archaeasin-67 + Archaeasin-68;Archaeasin-67 + Archaeasin-71;Archaeasin-68 + Archaeasin-71;Archaeasin-72 + Archaeasin-73;Archaeasin-74 + Archaeasin-75;Archaeasin-74 + Archaeasin-76;Archaeasin-74 + Archaeasin-77;Archaeasin-75 + Archaeasin-76;Archaeasin-75 + Archaeasin-77;Archaeasin-76 + Archaeasin-77;Archaeasin-79 + Archaeasin-80
0;-0.25;-0.469;-0.438;-0.375;-0.438;-0.25;-0.5;-0.375;1;-0.25;-0.25;-0.375;1;1;-0.625;-0.625;-0.5;-0.25;0;-0.5;-0.375;0.5;0;-0.375;-0.375;0;1;-0.625;-0.75;-0.438;-0.438;-0.25;-0.25;-0.438;-0.375;0.5;-0.625;-0.25;-0.625;-0.25;-0.719;0;-0.25;-0.25;0;-0.25;-0.5;-0.438;-0.375;-0.25;1;-0.25;1;-0.469;-0.25;-0.625;-0.625;-0.469;-0.438;-0.5;-0.625;-0.25;-0.25;-0.375;-0.625;-0.25;0;1;-0.5;-0.25;-0.25;-0.375;-0.25;-0.25;-0.719;-0.25;-0.25;0
