DBAASP_id,strain_name,SMILES,MIC
na_15442,Staphylococcus aureus RN4220,"[1, 163, 60, 163, 158, 15, 25, 172, 15, 163, 163, 163, 165, 163, 114, 163, 171, 163, 77, 163, 77, 163, 17, 70, 108, 77, 70, 114, 165, 60, 70, 50, 163, 158, 15, 163, 163, 163, 163, 77, 163, 77, 15, 15, 163, 77, 70, 114, 163, 77, 163, 77, 163, 77, 70, 114, 158, 163, 114, 163, 171, 163, 77, 163, 77, 15, 15, 163, 77, 70, 114, 163, 106, 163, 77, 108, 70, 15, 2]",0
na_15443,Staphylococcus aureus RN4220,"[1, 163, 158, 163, 163, 158, 15, 15, 163, 163, 70, 114, 163, 114, 163, 171, 163, 60, 163, 163, 172, 60, 145, 70, 158, 163, 165, 163, 172, 15, 163, 165, 163, 158, 70, 17, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 163, 77, 70, 114, 163, 165, 51, 70, 25, 2]",0
na_15444,Staphylococcus aureus RN4220,"[1, 163, 165, 163, 77, 163, 77, 15, 15, 163, 77, 70, 114, 108, 114, 163, 171, 114, 163, 171, 158, 15, 163, 163, 163, 60, 165, 163, 77, 163, 77, 145, 70, 145, 163, 77, 70, 114, 163, 163, 114, 163, 171, 158, 15, 114, 163, 60, 70, 77, 163, 60, 15, 163, 163, 163, 165, 158, 163, 114, 163, 171, 163, 163, 77, 163, 77, 163, 77, 70, 114, 2]",0
na_15445,Staphylococcus aureus RN4220,"[1, 163, 60, 163, 158, 15, 25, 60, 15, 163, 163, 163, 165, 163, 114, 163, 171, 163, 163, 77, 163, 17, 51, 70, 77, 163, 77, 70, 114, 165, 60, 51, 70, 163, 163, 158, 15, 163, 163, 163, 114, 163, 171, 158, 163, 77, 163, 77, 163, 77, 163, 77, 163, 77, 70, 117, 70, 114, 158, 163, 114, 163, 171, 158, 163, 77, 163, 77, 163, 77, 70, 114, 2]",0
na_15446,Staphylococcus aureus RN4220,"[1, 163, 163, 77, 163, 77, 163, 77, 172, 60, 15, 17, 163, 158, 70, 15, 163, 70, 17, 171, 172, 15, 70, 163, 165, 172, 15, 106, 158, 70, 165, 163, 114, 163, 171, 163, 163, 163, 70, 70, 163, 114, 163, 171, 158, 163, 163, 163, 77, 158, 15, 15, 163, 106, 70, 15, 163, 2]",0
na_15447,Staphylococcus aureus RN4220,"[1, 163, 108, 163, 106, 158, 70, 70, 163, 77, 163, 114, 17, 106, 163, 114, 51, 106, 70, 114, 158, 163, 2]",0
na_15448,Staphylococcus aureus RN4220,"[1, 165, 77, 163, 158, 15, 145, 163, 114, 163, 171, 158, 70, 114, 163, 77, 163, 77, 163, 77, 70, 114, 2]",0
na_15449,Staphylococcus aureus RN4220,"[1, 163, 165, 163, 163, 77, 108, 163, 40, 15, 163, 114, 163, 171, 158, 2]",0
na_15450,Staphylococcus aureus RN4220,"[1, 113, 89, 114, 163, 171, 163, 15, 77, 163, 158, 15, 51, 163, 70, 51, 163, 114, 163, 171, 163, 112, 89, 114, 163, 171, 113, 2]",0
na_15451,Staphylococcus aureus RN4220,"[1, 163, 172, 163, 158, 15, 25, 172, 15, 163, 163, 163, 165, 163, 114, 163, 171, 163, 163, 77, 163, 17, 51, 51, 77, 163, 77, 70, 114, 165, 60, 51, 70, 163, 163, 158, 15, 163, 163, 163, 163, 77, 163, 77, 15, 15, 163, 77, 70, 114, 165, 163, 77, 163, 77, 163, 77, 70, 114, 158, 163, 114, 163, 171, 158, 163, 77, 163, 77, 163, 77, 163, 77, 163, 77, 70, 117, 70, 114, 2]",0
na_15452,Staphylococcus aureus RN4220,"[1, 163, 172, 163, 158, 15, 25, 172, 15, 163, 163, 163, 165, 163, 114, 163, 171, 163, 163, 77, 163, 17, 70, 106, 77, 163, 77, 70, 114, 165, 172, 51, 70, 163, 163, 158, 15, 163, 163, 163, 114, 163, 171, 158, 163, 77, 163, 77, 163, 77, 70, 114, 158, 163, 114, 163, 171, 163, 163, 163, 163, 163, 163, 114, 163, 171, 158, 163, 77, 163, 77, 163, 77, 70, 114, 158, 2]",0
na_15453,Staphylococcus aureus RN4220,"[1, 163, 60, 163, 158, 15, 25, 60, 15, 163, 163, 163, 165, 163, 114, 163, 171, 163, 163, 77, 163, 17, 51, 163, 77, 163, 77, 70, 114, 165, 60, 51, 70, 163, 163, 158, 15, 163, 163, 108, 114, 163, 171, 114, 163, 171, 163, 163, 114, 25, 106, 165, 163, 40, 15, 163, 163, 158, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 15, 15, 163, 77, 70, 114, 36, 2]",0
na_15454,Staphylococcus aureus RN4220,"[1, 165, 163, 172, 15, 163, 165, 172, 145, 70, 15, 165, 172, 165, 60, 15, 70, 163, 165, 60, 15, 163, 165, 60, 15, 163, 165, 60, 70, 117, 165, 60, 15, 163, 165, 172, 15, 163, 165, 19, 106, 7, 163, 114, 163, 171, 163, 163, 163, 163, 163, 163, 114, 163, 171, 158, 165, 2]",0
na_15455,Staphylococcus aureus RN4220,"[1, 163, 172, 163, 163, 163, 163, 165, 172, 15, 118, 163, 158, 15, 163, 163, 163, 163, 77, 163, 106, 163, 77, 70, 114, 172, 15, 163, 163, 163, 158, 15, 25, 60, 15, 163, 163, 163, 165, 163, 114, 163, 171, 163, 77, 163, 114, 117, 77, 163, 77, 70, 114, 165, 51, 51, 163, 158, 163, 114, 163, 171, 163, 163, 77, 163, 77, 163, 77, 70, 114, 2]",0
na_15456,Staphylococcus aureus RN4220,"[1, 165, 163, 172, 165, 60, 145, 51, 114, 163, 60, 172, 70, 114, 165, 163, 77, 163, 77, 15, 25, 163, 77, 70, 114, 70, 17, 158, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 15, 15, 163, 77, 70, 114, 36, 163, 163, 114, 163, 171, 158, 163, 163, 77, 163, 77, 163, 77, 70, 114, 36, 2]",0
na_15457,Staphylococcus aureus RN4220,"[1, 163, 165, 163, 77, 163, 77, 15, 15, 163, 77, 70, 114, 108, 114, 163, 171, 114, 163, 171, 158, 15, 163, 163, 163, 60, 165, 163, 163, 163, 163, 60, 15, 163, 163, 165, 163, 77, 163, 77, 145, 70, 145, 163, 77, 70, 114, 163, 114, 163, 171, 158, 15, 25, 163, 172, 51, 70, 51, 163, 172, 15, 163, 163, 163, 165, 158, 108, 114, 163, 171, 114, 163, 171, 163, 2]",0
na_15458,Staphylococcus aureus RN4220,"[1, 163, 163, 114, 163, 171, 165, 163, 163, 163, 163, 163, 163, 15, 163, 163, 15, 163, 165, 163, 163, 163, 15, 163, 165, 163, 15, 163, 163, 15, 163, 163, 163, 70, 145, 15, 163, 165, 163, 15, 163, 165, 163, 163, 51, 70, 15, 70, 50, 163, 163, 51, 70, 114, 15, 163, 163, 165, 2]",0
na_15459,Staphylococcus aureus RN4220,"[1, 165, 163, 172, 165, 172, 145, 70, 163, 163, 163, 114, 163, 171, 158, 163, 163, 163, 158, 163, 163, 165, 163, 163, 70, 114, 163, 77, 172, 51, 70, 70, 158, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 163, 77, 70, 114, 36, 2]",0
na_15460,Staphylococcus aureus RN4220,"[1, 163, 163, 77, 163, 77, 163, 15, 163, 163, 77, 70, 25, 158, 163, 114, 163, 171, 163, 158, 163, 163, 163, 163, 70, 15, 171, 2]",0
na_15461,Staphylococcus aureus RN4220,"[1, 163, 60, 163, 158, 15, 25, 60, 15, 163, 163, 163, 165, 163, 114, 163, 171, 163, 77, 163, 77, 163, 17, 70, 15, 77, 70, 114, 165, 172, 70, 50, 163, 158, 15, 163, 163, 108, 114, 163, 171, 114, 163, 171, 163, 158, 163, 114, 163, 171, 163, 106, 163, 77, 163, 77, 163, 77, 70, 114, 108, 70, 17, 2]",0
na_15462,Staphylococcus aureus RN4220,"[1, 163, 172, 163, 158, 163, 60, 15, 163, 163, 158, 70, 25, 2]",0
na_15463,Staphylococcus aureus RN4220,"[1, 163, 172, 163, 158, 15, 25, 60, 15, 163, 163, 163, 165, 163, 114, 163, 171, 163, 163, 77, 163, 17, 51, 163, 77, 163, 77, 70, 114, 165, 172, 51, 70, 163, 163, 158, 15, 163, 163, 108, 114, 163, 171, 114, 163, 171, 163, 163, 114, 25, 106, 165, 163, 40, 15, 163, 163, 158, 163, 114, 163, 171, 163, 163, 163, 15, 163, 36, 15, 163, 36, 36, 2]",0
na_15464,Staphylococcus aureus RN4220,"[1, 165, 163, 60, 165, 172, 145, 70, 163, 165, 163, 163, 163, 77, 163, 77, 15, 145, 163, 114, 51, 77, 70, 114, 165, 165, 60, 15, 163, 165, 172, 15, 163, 165, 172, 51, 70, 70, 165, 163, 114, 163, 171, 19, 77, 19, 77, 163, 77, 15, 145, 163, 114, 51, 77, 70, 114, 165, 165, 2]",0
na_15465,Staphylococcus aureus RN4220,"[1, 158, 163, 114, 163, 171, 163, 163, 158, 163, 114, 163, 171, 60, 60, 163, 172, 15, 15, 163, 77, 70, 15, 172, 70, 25, 163, 70, 165, 171, 2]",0
na_15466,Staphylococcus aureus RN4220,"[1, 163, 165, 163, 77, 163, 77, 15, 15, 163, 77, 70, 114, 108, 114, 163, 171, 114, 163, 171, 158, 15, 163, 163, 163, 60, 165, 163, 163, 163, 163, 172, 15, 163, 163, 165, 163, 77, 163, 77, 145, 70, 145, 163, 77, 70, 114, 163, 114, 163, 171, 158, 15, 25, 163, 60, 51, 70, 51, 163, 172, 15, 163, 163, 163, 165, 158, 163, 114, 163, 171, 158, 163, 77, 163, 77, 163, 114, 51, 77, 70, 114, 165, 163, 165, 70, 114, 2]",0
na_15467,Staphylococcus aureus RN4220,"[1, 163, 163, 15, 163, 163, 163, 163, 118, 163, 77, 163, 77, 163, 114, 51, 77, 70, 114, 165, 172, 145, 70, 163, 163, 158, 15, 163, 163, 163, 114, 163, 171, 163, 77, 158, 77, 163, 106, 70, 114, 172, 15, 163, 163, 163, 158, 15, 25, 60, 15, 163, 163, 163, 165, 108, 51, 70, 17, 114, 163, 171, 171, 2]",0
na_15468,Staphylococcus aureus RN4220,"[1, 163, 163, 163, 172, 15, 163, 165, 163, 118, 163, 77, 158, 77, 163, 114, 51, 77, 70, 114, 163, 114, 163, 171, 158, 145, 51, 114, 163, 60, 15, 163, 163, 60, 145, 70, 17, 163, 158, 15, 163, 163, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 15, 15, 163, 77, 70, 114, 163, 105, 165, 51, 70, 17, 60, 15, 163, 163, 163, 165, 2]",0
na_15469,Staphylococcus aureus RN4220,"[1, 163, 165, 163, 77, 163, 77, 15, 15, 163, 77, 70, 114, 108, 114, 163, 171, 114, 163, 171, 158, 163, 77, 163, 77, 163, 114, 51, 77, 70, 114, 163, 114, 163, 171, 158, 145, 51, 51, 163, 60, 15, 163, 163, 172, 145, 70, 25, 163, 158, 15, 163, 163, 108, 114, 163, 171, 114, 163, 171, 163, 77, 158, 15, 15, 163, 106, 70, 15, 163, 165, 51, 70, 25, 172, 15, 163, 163, 163, 165, 2]",0
na_15470,Staphylococcus aureus RN4220,"[1, 163, 60, 163, 163, 163, 163, 165, 60, 15, 118, 163, 158, 15, 163, 163, 163, 163, 77, 163, 77, 163, 77, 70, 114, 172, 15, 163, 163, 163, 158, 15, 25, 172, 15, 163, 163, 163, 165, 163, 114, 163, 171, 163, 77, 163, 114, 117, 77, 163, 77, 70, 114, 165, 51, 51, 163, 158, 163, 114, 163, 171, 158, 163, 163, 114, 25, 106, 165, 163, 40, 15, 163, 163, 2]",0
na_15471,Staphylococcus aureus RN4220,"[1, 163, 19, 77, 19, 77, 163, 77, 163, 114, 51, 77, 70, 114, 165, 60, 145, 70, 114, 163, 158, 15, 163, 163, 163, 163, 77, 163, 77, 15, 15, 163, 77, 70, 114, 163, 114, 163, 171, 165, 60, 15, 163, 163, 163, 158, 15, 25, 60, 15, 163, 163, 163, 165, 108, 51, 70, 165, 114, 163, 171, 171, 2]",0
na_15472,Staphylococcus aureus RN4220,"[1, 163, 165, 163, 77, 163, 77, 15, 15, 163, 77, 70, 114, 108, 114, 163, 171, 114, 163, 171, 158, 163, 77, 163, 77, 163, 114, 51, 77, 70, 114, 163, 163, 114, 163, 171, 158, 145, 51, 70, 163, 60, 15, 163, 163, 60, 145, 70, 114, 163, 158, 15, 163, 163, 163, 114, 163, 171, 158, 163, 163, 114, 25, 106, 165, 163, 40, 15, 163, 163, 165, 51, 70, 17, 172, 15, 163, 163, 163, 165, 2]",0
na_15473,Staphylococcus aureus RN4220,"[1, 163, 158, 163, 163, 165, 163, 13, 15, 145, 163, 163, 163, 158, 163, 70, 114, 163, 70, 158, 2]",0
na_15474,Staphylococcus aureus RN4220,"[1, 163, 60, 163, 158, 15, 25, 172, 15, 163, 163, 163, 165, 163, 114, 163, 171, 163, 163, 77, 163, 17, 51, 70, 77, 163, 77, 70, 114, 165, 172, 51, 70, 163, 163, 158, 15, 163, 163, 163, 163, 77, 163, 77, 15, 15, 163, 77, 70, 114, 163, 77, 163, 77, 163, 77, 70, 114, 158, 163, 114, 163, 171, 163, 163, 163, 163, 163, 163, 114, 163, 171, 158, 163, 77, 163, 77, 163, 77, 70, 114, 158, 2]",0
na_15475,Staphylococcus aureus RN4220,"[1, 163, 60, 165, 172, 145, 114, 106, 165, 163, 60, 165, 172, 145, 51, 15, 165, 163, 77, 145, 70, 51, 165, 163, 77, 163, 114, 106, 77, 163, 114, 145, 77, 70, 114, 163, 70, 117, 171, 165, 165, 163, 77, 163, 77, 15, 15, 163, 77, 70, 114, 165, 172, 145, 70, 51, 165, 60, 165, 172, 15, 163, 163, 172, 15, 163, 165, 172, 15, 163, 165, 172, 70, 17, 165, 172, 15, 163, 165, 172, 51, 51, 25, 165, 172, 15, 163, 165, 172, 15, 163, 165, 172, 51, 15, 163, 165, 2]",0
na_15476,Staphylococcus aureus RN4220,"[1, 163, 172, 15, 163, 165, 163, 118, 163, 77, 163, 77, 163, 114, 51, 77, 70, 114, 165, 60, 145, 70, 163, 163, 158, 15, 163, 163, 163, 114, 163, 171, 163, 163, 163, 163, 163, 163, 70, 114, 60, 15, 163, 163, 163, 158, 15, 25, 60, 15, 163, 163, 163, 165, 108, 51, 70, 17, 114, 163, 171, 171, 2]",0
na_15477,Staphylococcus aureus RN4220,"[1, 165, 172, 163, 165, 163, 60, 165, 60, 145, 70, 158, 163, 163, 172, 70, 114, 158, 15, 51, 163, 70, 158, 163, 114, 163, 171, 158, 163, 77, 163, 77, 163, 114, 51, 77, 70, 114, 126, 163, 163, 114, 163, 171, 158, 163, 163, 77, 163, 77, 163, 77, 70, 114, 36, 2]",0
na_15478,Staphylococcus aureus RN4220,"[1, 163, 158, 60, 163, 163, 172, 15, 50, 163, 163, 114, 163, 171, 158, 163, 163, 163, 77, 163, 106, 163, 77, 70, 114, 165, 60, 51, 70, 163, 163, 165, 163, 77, 163, 77, 15, 117, 163, 77, 70, 114, 163, 51, 70, 158, 171, 158, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 15, 15, 163, 77, 70, 114, 163, 2]",0
na_15479,Staphylococcus aureus RN4220,"[1, 163, 172, 163, 158, 15, 25, 60, 15, 163, 163, 163, 165, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 145, 70, 108, 163, 77, 70, 114, 165, 172, 51, 70, 163, 163, 158, 15, 163, 163, 163, 114, 163, 171, 158, 163, 77, 163, 114, 25, 77, 163, 77, 70, 114, 36, 36, 19, 77, 19, 77, 163, 77, 163, 77, 70, 114, 2]",0
na_15480,Staphylococcus aureus RN4220,"[1, 165, 163, 60, 165, 172, 15, 50, 163, 163, 158, 163, 114, 163, 171, 163, 158, 163, 163, 165, 163, 163, 70, 114, 163, 163, 60, 51, 70, 163, 158, 163, 114, 163, 171, 158, 163, 77, 163, 77, 163, 77, 70, 114, 2]",0
na_15481,Staphylococcus aureus RN4220,"[1, 163, 172, 163, 163, 163, 163, 165, 60, 145, 70, 70, 163, 158, 15, 163, 163, 163, 114, 163, 171, 158, 163, 163, 163, 163, 163, 163, 70, 114, 60, 15, 163, 163, 163, 158, 15, 25, 172, 15, 163, 163, 163, 165, 163, 114, 163, 171, 163, 77, 163, 114, 117, 77, 163, 77, 70, 114, 165, 51, 51, 51, 158, 163, 114, 163, 171, 158, 163, 77, 163, 77, 15, 15, 163, 77, 70, 114, 36, 2]",0
na_15482,Staphylococcus aureus RN4220,"[1, 158, 163, 114, 163, 171, 158, 163, 114, 163, 171, 163, 163, 77, 163, 77, 163, 77, 70, 114, 2]",0
na_15483,Staphylococcus aureus RN4220,"[1, 158, 163, 114, 163, 171, 158, 163, 114, 163, 171, 163, 163, 77, 163, 77, 163, 77, 70, 114, 2]",0
na_15484,Staphylococcus aureus RN4220,"[1, 165, 77, 163, 172, 15, 117, 172, 163, 165, 172, 70, 25, 165, 70, 15, 158, 163, 114, 163, 171, 163, 163, 163, 70, 114, 171, 2]",0
na_15485,Staphylococcus aureus RN4220,"[1, 165, 163, 172, 165, 60, 15, 50, 163, 163, 158, 163, 114, 163, 171, 163, 158, 163, 163, 165, 163, 163, 70, 114, 163, 163, 172, 51, 70, 163, 158, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 15, 15, 163, 77, 70, 114, 126, 2]",0
na_15486,Staphylococcus aureus RN4220,"[1, 163, 60, 163, 158, 15, 25, 172, 15, 163, 163, 163, 165, 163, 114, 163, 171, 163, 77, 163, 77, 163, 17, 70, 114, 77, 70, 114, 165, 60, 70, 50, 163, 158, 15, 163, 163, 163, 163, 77, 163, 106, 163, 77, 70, 114, 158, 163, 114, 163, 171, 163, 77, 158, 77, 163, 106, 70, 114, 2]",0
na_15487,Staphylococcus aureus RN4220,"[1, 163, 158, 145, 51, 145, 163, 163, 172, 15, 163, 158, 163, 163, 114, 163, 171, 158, 60, 163, 77, 172, 15, 117, 165, 172, 70, 114, 163, 114, 163, 171, 165, 158, 163, 77, 163, 114, 114, 106, 163, 70, 114, 171, 158, 163, 114, 163, 106, 158, 2]",0
na_15488,Staphylococcus aureus RN4220,"[1, 163, 165, 163, 77, 163, 77, 163, 114, 51, 77, 70, 114, 108, 114, 163, 171, 114, 163, 171, 158, 163, 77, 163, 77, 163, 114, 51, 77, 70, 114, 172, 163, 172, 15, 50, 163, 163, 114, 163, 171, 158, 163, 163, 77, 163, 77, 163, 77, 70, 114, 36, 165, 60, 15, 70, 163, 165, 172, 51, 70, 51, 165, 51, 70, 145, 2]",0
na_15489,Staphylococcus aureus RN4220,"[1, 163, 172, 163, 163, 163, 163, 165, 60, 145, 70, 114, 163, 158, 15, 163, 163, 163, 163, 77, 163, 77, 15, 15, 163, 77, 70, 114, 163, 114, 163, 171, 165, 60, 15, 163, 163, 163, 158, 15, 25, 60, 15, 163, 163, 163, 165, 163, 114, 163, 171, 163, 77, 163, 114, 117, 77, 163, 77, 70, 114, 165, 51, 51, 15, 158, 163, 114, 163, 171, 158, 163, 163, 163, 163, 163, 163, 70, 114, 2]",0
na_15490,Staphylococcus aureus RN4220,"[1, 163, 165, 163, 77, 163, 77, 15, 15, 163, 77, 70, 114, 108, 114, 163, 171, 114, 163, 171, 158, 163, 77, 163, 77, 163, 77, 70, 114, 165, 172, 145, 70, 25, 163, 158, 15, 163, 163, 108, 114, 163, 171, 114, 163, 171, 163, 77, 158, 15, 15, 163, 106, 70, 15, 163, 172, 15, 163, 163, 163, 158, 15, 25, 60, 15, 163, 163, 163, 165, 163, 51, 70, 17, 171, 2]",0
na_15491,Staphylococcus aureus RN4220,"[1, 163, 172, 163, 158, 15, 25, 172, 15, 163, 163, 163, 165, 163, 114, 163, 171, 163, 77, 163, 77, 163, 17, 70, 77, 77, 70, 114, 165, 172, 70, 50, 163, 158, 15, 163, 163, 108, 114, 163, 171, 114, 163, 171, 163, 77, 158, 15, 15, 163, 106, 70, 15, 163, 158, 163, 114, 163, 171, 158, 163, 77, 163, 77, 15, 15, 163, 77, 70, 114, 36, 2]",0
na_15492,Staphylococcus aureus RN4220,"[1, 163, 60, 163, 158, 15, 25, 60, 15, 163, 163, 163, 165, 163, 114, 163, 171, 163, 77, 163, 17, 70, 25, 77, 163, 77, 70, 114, 165, 172, 70, 50, 163, 158, 15, 163, 163, 108, 114, 163, 171, 114, 163, 171, 163, 158, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 163, 77, 70, 114, 2]",0
na_15493,Staphylococcus aureus RN4220,"[1, 163, 60, 163, 163, 163, 163, 165, 60, 145, 70, 17, 163, 158, 15, 163, 163, 163, 163, 77, 163, 77, 15, 15, 163, 77, 70, 114, 163, 15, 163, 36, 15, 163, 36, 36, 60, 15, 163, 163, 163, 158, 15, 25, 60, 15, 163, 163, 163, 165, 163, 114, 163, 171, 163, 77, 163, 114, 117, 77, 163, 77, 70, 114, 165, 51, 51, 114, 158, 163, 114, 163, 171, 163, 77, 163, 106, 163, 77, 70, 114, 2]",0
na_15494,Staphylococcus aureus RN4220,"[1, 163, 60, 163, 158, 15, 25, 172, 15, 163, 163, 163, 165, 163, 114, 163, 171, 163, 77, 163, 17, 70, 50, 77, 163, 77, 70, 114, 165, 172, 70, 50, 163, 158, 15, 163, 163, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 15, 15, 163, 77, 70, 114, 36, 158, 108, 114, 163, 171, 114, 163, 171, 163, 77, 158, 15, 15, 163, 106, 70, 15, 163, 2]",0
na_15495,Staphylococcus aureus RN4220,"[1, 158, 163, 163, 106, 158, 163, 114, 163, 171, 163, 77, 163, 77, 163, 77, 70, 114, 70, 165, 2]",0
na_15496,Staphylococcus aureus RN4220,"[1, 163, 165, 163, 77, 163, 77, 15, 15, 163, 77, 70, 114, 163, 106, 163, 114, 15, 77, 108, 70, 15, 163, 77, 163, 77, 15, 114, 163, 77, 70, 114, 163, 163, 2]",0
na_15497,Staphylococcus aureus RN4220,"[1, 158, 163, 163, 77, 163, 77, 163, 114, 51, 77, 70, 114, 163, 77, 163, 77, 165, 70, 15, 2]",0
na_15498,Staphylococcus aureus RN4220,"[1, 163, 172, 163, 158, 15, 25, 60, 15, 163, 163, 163, 165, 163, 114, 163, 171, 163, 163, 77, 163, 17, 51, 51, 77, 163, 77, 70, 114, 165, 60, 51, 70, 163, 163, 158, 15, 163, 163, 163, 114, 163, 171, 158, 163, 77, 163, 77, 163, 114, 51, 77, 70, 114, 165, 163, 165, 70, 114, 158, 163, 114, 163, 171, 163, 158, 163, 106, 158, 106, 70, 15, 2]",0
na_15499,Staphylococcus aureus RN4220,"[1, 163, 118, 163, 165, 60, 163, 158, 163, 163, 163, 70, 114, 163, 163, 70, 114, 2]",0
na_15500,Staphylococcus aureus RN4220,"[1, 163, 60, 163, 158, 15, 25, 172, 15, 163, 163, 163, 165, 163, 114, 163, 171, 163, 77, 163, 17, 70, 145, 77, 163, 77, 70, 114, 165, 60, 70, 50, 163, 158, 15, 163, 163, 163, 163, 77, 163, 106, 163, 77, 70, 114, 158, 163, 114, 163, 171, 158, 163, 77, 163, 77, 15, 15, 163, 77, 70, 114, 163, 15, 163, 36, 15, 163, 36, 36, 2]",0
na_15501,Staphylococcus aureus RN4220,"[1, 163, 172, 163, 163, 163, 163, 165, 60, 145, 70, 17, 163, 158, 15, 163, 163, 163, 114, 163, 171, 158, 163, 77, 163, 77, 163, 77, 163, 77, 163, 77, 70, 117, 70, 114, 172, 15, 163, 163, 163, 158, 15, 25, 60, 15, 163, 163, 163, 165, 163, 114, 163, 171, 163, 77, 163, 114, 117, 77, 163, 77, 70, 114, 165, 51, 51, 145, 158, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 163, 77, 70, 114, 2]",0
na_15502,Staphylococcus aureus RN4220,"[1, 163, 165, 163, 163, 114, 163, 171, 158, 163, 77, 163, 77, 163, 114, 51, 77, 70, 114, 163, 114, 163, 171, 158, 15, 163, 163, 172, 163, 163, 172, 145, 70, 51, 163, 163, 114, 163, 171, 158, 163, 163, 163, 77, 163, 77, 163, 77, 70, 114, 163, 70, 117, 165, 172, 51, 70, 70, 163, 165, 51, 70, 158, 2]",0
na_15503,Staphylococcus aureus RN4220,"[1, 163, 172, 163, 158, 15, 25, 60, 15, 163, 163, 163, 165, 163, 114, 163, 171, 163, 77, 163, 17, 70, 25, 77, 163, 77, 70, 114, 165, 172, 70, 50, 163, 158, 15, 163, 163, 108, 114, 163, 171, 114, 163, 171, 163, 158, 163, 114, 163, 171, 163, 163, 158, 163, 163, 165, 163, 163, 70, 114, 2]",0
na_15504,Staphylococcus aureus RN4220,"[1, 163, 163, 77, 15, 163, 163, 163, 114, 163, 171, 158, 77, 15, 51, 158, 70, 145, 158, 158, 77, 15, 114, 163, 77, 70, 15, 158, 163, 2]",0
na_15505,Staphylococcus aureus RN4220,"[1, 163, 165, 163, 77, 163, 77, 15, 15, 163, 77, 70, 114, 158, 163, 114, 163, 171, 158, 163, 77, 163, 77, 163, 114, 51, 77, 70, 114, 163, 114, 163, 171, 158, 145, 51, 117, 163, 60, 15, 163, 163, 172, 145, 70, 51, 163, 158, 15, 163, 163, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 108, 70, 15, 165, 163, 163, 163, 163, 60, 15, 163, 163, 165, 51, 70, 106, 172, 15, 163, 163, 163, 165, 2]",0
na_15506,Staphylococcus aureus RN4220,"[1, 163, 60, 163, 158, 15, 25, 172, 15, 163, 163, 163, 165, 163, 114, 163, 171, 163, 163, 77, 163, 17, 51, 163, 77, 163, 77, 70, 114, 165, 60, 51, 70, 163, 163, 158, 15, 163, 163, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 15, 15, 163, 77, 70, 114, 163, 158, 108, 114, 163, 171, 114, 163, 171, 163, 2]",0
na_15507,Staphylococcus aureus RN4220,"[1, 158, 163, 77, 163, 77, 15, 15, 163, 77, 70, 114, 158, 163, 163, 158, 163, 163, 70, 114, 2]",0
na_15508,Staphylococcus aureus RN4220,"[1, 163, 165, 163, 77, 163, 77, 15, 15, 163, 77, 70, 114, 158, 163, 114, 163, 171, 158, 15, 163, 163, 163, 172, 165, 163, 163, 163, 163, 60, 15, 163, 163, 165, 163, 77, 163, 77, 145, 70, 145, 163, 77, 70, 114, 163, 114, 163, 171, 158, 15, 25, 163, 172, 51, 70, 51, 163, 60, 15, 163, 163, 163, 165, 158, 163, 114, 163, 171, 158, 163, 77, 163, 77, 163, 77, 163, 77, 163, 77, 70, 117, 70, 114, 2]",0
na_15509,Staphylococcus aureus RN4220,"[1, 165, 77, 15, 117, 158, 158, 163, 163, 165, 163, 163, 70, 114, 158, 163, 77, 163, 106, 165, 70, 15, 2]",0
na_15510,Staphylococcus aureus RN4220,"[1, 165, 163, 172, 15, 163, 165, 60, 15, 163, 165, 172, 15, 163, 165, 19, 106, 7, 163, 114, 163, 171, 163, 163, 163, 163, 163, 163, 114, 163, 171, 158, 165, 2]",0
na_15511,Staphylococcus aureus RN4220,"[1, 165, 163, 60, 165, 60, 145, 70, 108, 163, 172, 60, 70, 114, 165, 163, 77, 163, 77, 15, 25, 163, 77, 70, 114, 70, 17, 158, 163, 114, 163, 171, 158, 163, 163, 163, 163, 163, 70, 15, 163, 163, 114, 163, 171, 158, 163, 163, 77, 163, 77, 163, 114, 51, 77, 70, 114, 165, 163, 165, 70, 114, 2]",0
na_15512,Staphylococcus aureus RN4220,"[1, 163, 172, 163, 158, 15, 25, 172, 15, 163, 163, 163, 165, 163, 114, 163, 171, 163, 77, 163, 17, 70, 106, 77, 158, 77, 70, 114, 165, 60, 70, 50, 163, 158, 15, 163, 163, 163, 163, 77, 163, 77, 163, 77, 70, 114, 163, 114, 163, 171, 165, 112, 2]",0
