DBAASP_id,strain_name,SMILES,MIC
ch_4993,17978,"[1, 163, 172, 15, 70, 163, 165, 158, 163, 172, 15, 163, 163, 60, 145, 70, 17, 163, 158, 15, 163, 163, 163, 114, 163, 171, 163, 77, 163, 77, 163, 114, 51, 77, 70, 114, 165, 163, 165, 70, 114, 165, 163, 77, 163, 15, 17, 163, 77, 158, 77, 158, 77, 70, 114, 77, 163, 77, 70, 158, 108, 51, 70, 50, 114, 163, 171, 171, 2]",0
ch_4994,17978,"[1, 163, 163, 77, 163, 77, 145, 15, 15, 108, 114, 163, 171, 114, 163, 171, 158, 163, 172, 15, 163, 165, 163, 165, 163, 172, 165, 60, 145, 70, 114, 163, 163, 114, 163, 171, 158, 163, 163, 77, 163, 77, 15, 163, 126, 163, 15, 163, 126, 77, 70, 145, 163, 163, 60, 51, 70, 70, 51, 70, 117, 163, 77, 51, 51, 70, 2]",0
ch_4995,17978,"[1, 163, 163, 106, 163, 163, 158, 77, 15, 163, 163, 163, 70, 145, 158, 163, 163, 165, 163, 163, 70, 114, 2]",0
ch_4996,17978,"[1, 165, 77, 15, 163, 165, 163, 163, 163, 106, 155, 163, 114, 163, 59, 155, 163, 70, 25, 171, 2]",0
ch_4997,17978,"[1, 165, 77, 145, 70, 118, 163, 60, 163, 77, 60, 15, 118, 158, 163, 114, 163, 171, 163, 163, 77, 163, 77, 163, 106, 70, 114, 172, 15, 70, 163, 165, 165, 51, 70, 163, 158, 163, 163, 163, 158, 163, 163, 165, 163, 163, 70, 114, 2]",0
ch_4998,17978,"[1, 163, 165, 163, 77, 163, 77, 163, 145, 51, 118, 158, 163, 114, 163, 171, 158, 163, 60, 15, 163, 165, 163, 165, 163, 172, 165, 60, 145, 70, 163, 163, 163, 114, 163, 171, 158, 163, 163, 163, 158, 163, 163, 165, 163, 163, 70, 114, 163, 163, 60, 51, 70, 70, 51, 70, 117, 77, 51, 51, 70, 2]",0
ch_4999,17978,"[1, 163, 165, 163, 77, 163, 15, 70, 163, 165, 77, 15, 145, 163, 163, 114, 163, 171, 158, 158, 163, 77, 70, 106, 165, 163, 2]",0
ch_5000,17978,"[1, 165, 77, 158, 60, 15, 118, 163, 163, 77, 155, 163, 77, 163, 77, 163, 77, 70, 17, 70, 114, 163, 165, 163, 114, 163, 171, 172, 15, 106, 163, 163, 77, 163, 77, 15, 163, 36, 163, 77, 70, 25, 163, 163, 163, 77, 163, 172, 51, 70, 108, 163, 163, 114, 163, 171, 158, 15, 51, 163, 163, 165, 163, 163, 77, 163, 77, 163, 77, 70, 114, 2]",0
ch_5001,17978,"[1, 126, 163, 77, 163, 77, 145, 70, 145, 19, 77, 19, 106, 163, 77, 163, 77, 163, 77, 163, 77, 163, 15, 51, 155, 70, 158, 77, 70, 25, 70, 165, 163, 77, 51, 70, 15, 2]",0
ch_5002,17978,"[1, 163, 165, 163, 163, 114, 163, 171, 158, 163, 77, 163, 77, 163, 114, 51, 77, 70, 114, 165, 163, 60, 15, 163, 163, 158, 15, 165, 163, 163, 77, 163, 77, 163, 77, 70, 114, 36, 163, 60, 15, 163, 163, 172, 15, 70, 165, 163, 163, 158, 15, 163, 163, 163, 51, 70, 117, 171, 2]",0
ch_5003,17978,"[1, 163, 77, 163, 77, 163, 77, 163, 70, 114, 77, 158, 158, 77, 15, 17, 163, 158, 163, 163, 163, 163, 70, 15, 165, 70, 165, 2]",0
ch_5004,17978,"[1, 163, 163, 77, 163, 77, 145, 15, 114, 108, 114, 163, 171, 114, 163, 171, 158, 163, 172, 15, 163, 165, 163, 165, 163, 60, 165, 172, 145, 70, 25, 163, 163, 114, 163, 171, 158, 163, 163, 77, 163, 77, 163, 114, 51, 77, 70, 114, 165, 163, 165, 70, 114, 163, 163, 172, 51, 70, 51, 51, 70, 165, 163, 77, 51, 51, 51, 2]",0
ch_5005,17978,"[1, 163, 165, 163, 163, 114, 163, 171, 158, 60, 163, 77, 172, 15, 77, 163, 163, 114, 163, 171, 158, 163, 163, 163, 163, 163, 70, 114, 165, 60, 70, 118, 163, 165, 2]",0
ch_5006,17978,"[1, 163, 165, 163, 77, 163, 77, 163, 15, 108, 158, 163, 77, 15, 25, 163, 114, 163, 171, 158, 165, 158, 106, 70, 17, 77, 70, 118, 2]",0
ch_5007,17978,"[1, 158, 158, 163, 15, 70, 163, 165, 106, 163, 77, 163, 77, 163, 77, 70, 114, 70, 165, 2]",0
ch_5008,17978,"[1, 163, 163, 163, 158, 163, 114, 163, 171, 56, 15, 106, 108, 163, 77, 163, 77, 15, 163, 163, 163, 77, 70, 25, 163, 163, 114, 163, 171, 158, 145, 70, 77, 163, 163, 77, 163, 15, 17, 163, 15, 163, 36, 15, 163, 36, 36, 77, 163, 15, 17, 163, 15, 163, 36, 15, 163, 36, 36, 77, 70, 77, 172, 51, 70, 106, 163, 77, 163, 77, 15, 70, 163, 165, 163, 77, 70, 145, 30, 2]",0
ch_5009,17978,"[1, 163, 165, 163, 77, 163, 77, 145, 15, 70, 163, 77, 163, 77, 163, 114, 51, 77, 70, 114, 165, 172, 15, 118, 163, 158, 15, 163, 163, 163, 163, 163, 163, 165, 163, 163, 70, 114, 60, 15, 163, 163, 163, 158, 15, 25, 172, 15, 163, 163, 163, 165, 108, 51, 70, 145, 114, 163, 171, 171, 163, 77, 51, 51, 70, 2]",0
ch_5010,17978,"[1, 163, 60, 163, 158, 15, 25, 172, 15, 163, 163, 163, 165, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 15, 165, 163, 118, 163, 77, 163, 77, 163, 106, 70, 114, 163, 77, 70, 77, 165, 172, 51, 70, 117, 163, 158, 15, 163, 163, 163, 163, 77, 163, 77, 163, 77, 70, 114, 2]",0
ch_5011,17978,"[1, 163, 172, 15, 70, 163, 165, 158, 163, 172, 15, 163, 163, 60, 145, 70, 163, 163, 158, 15, 163, 163, 163, 114, 163, 171, 163, 77, 158, 77, 163, 106, 70, 114, 165, 163, 77, 163, 15, 145, 163, 77, 163, 163, 163, 70, 15, 77, 163, 77, 70, 165, 108, 51, 70, 106, 114, 163, 171, 171, 2]",0
ch_5012,17978,"[1, 163, 19, 77, 19, 77, 163, 77, 163, 114, 51, 77, 70, 114, 165, 172, 145, 70, 15, 163, 158, 15, 163, 163, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 163, 77, 70, 114, 172, 15, 163, 163, 163, 158, 15, 25, 172, 15, 163, 163, 163, 165, 108, 51, 70, 117, 114, 163, 171, 171, 2]",0
ch_5013,17978,"[1, 163, 163, 15, 163, 163, 163, 163, 118, 163, 77, 163, 77, 163, 114, 51, 77, 70, 114, 165, 172, 145, 70, 145, 163, 158, 15, 163, 163, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 163, 15, 163, 36, 77, 70, 25, 172, 15, 163, 163, 163, 158, 15, 25, 60, 15, 163, 163, 163, 165, 108, 51, 70, 165, 114, 163, 171, 171, 2]",0
ch_5014,17978,"[1, 165, 77, 145, 70, 50, 163, 60, 163, 163, 60, 15, 50, 158, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 163, 77, 70, 114, 172, 15, 70, 163, 165, 165, 51, 70, 163, 158, 163, 163, 77, 163, 106, 163, 106, 70, 114, 2]",0
ch_5015,17978,"[1, 163, 165, 163, 163, 114, 163, 171, 158, 163, 60, 15, 163, 163, 60, 15, 70, 165, 163, 163, 158, 15, 163, 163, 163, 114, 163, 171, 163, 77, 163, 77, 145, 70, 163, 158, 163, 114, 163, 171, 158, 163, 77, 163, 77, 163, 15, 163, 36, 77, 70, 25, 163, 77, 70, 50, 165, 163, 60, 51, 70, 108, 163, 2]",0
ch_5016,17978,"[1, 163, 165, 163, 77, 163, 77, 145, 51, 50, 158, 163, 114, 163, 171, 158, 163, 172, 15, 163, 165, 163, 165, 163, 172, 165, 172, 145, 70, 51, 163, 163, 114, 163, 171, 158, 163, 163, 163, 77, 163, 77, 163, 77, 70, 114, 163, 70, 17, 163, 163, 60, 51, 70, 70, 51, 70, 117, 163, 77, 51, 51, 70, 2]",0
ch_5017,17978,"[1, 163, 165, 172, 163, 158, 15, 163, 163, 163, 114, 163, 171, 163, 77, 163, 15, 108, 158, 163, 114, 163, 171, 158, 163, 77, 163, 77, 163, 77, 70, 114, 36, 77, 163, 77, 70, 50, 165, 163, 60, 15, 163, 163, 158, 15, 118, 163, 163, 77, 163, 77, 163, 77, 70, 114, 163, 114, 163, 171, 165, 163, 172, 51, 51, 145, 163, 2]",0
ch_5018,17978,"[1, 165, 77, 145, 70, 50, 163, 172, 163, 163, 60, 15, 50, 158, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 163, 77, 70, 114, 172, 15, 70, 163, 165, 165, 51, 70, 163, 158, 163, 163, 77, 163, 106, 163, 106, 70, 114, 2]",0
ch_5019,17978,"[1, 158, 118, 163, 77, 163, 77, 158, 77, 70, 114, 165, 163, 77, 163, 77, 163, 77, 70, 114, 2]",0
ch_5020,17978,"[1, 165, 77, 15, 163, 165, 163, 77, 158, 15, 17, 163, 77, 163, 77, 163, 77, 70, 114, 158, 106, 70, 165, 2]",0
ch_5021,17978,"[1, 165, 77, 165, 60, 15, 17, 163, 77, 163, 77, 163, 77, 70, 114, 60, 15, 17, 163, 77, 163, 77, 163, 77, 70, 114, 158, 60, 51, 70, 163, 172, 15, 114, 163, 114, 163, 171, 165, 13, 145, 70, 106, 163, 114, 163, 171, 158, 163, 77, 163, 77, 15, 165, 163, 118, 163, 77, 163, 163, 163, 163, 70, 114, 163, 77, 70, 77, 51, 70, 163, 60, 51, 70, 17, 163, 77, 163, 77, 15, 163, 165, 163, 77, 70, 25, 2]",0
ch_5022,17978,"[1, 163, 172, 163, 158, 15, 25, 60, 15, 163, 163, 163, 165, 163, 114, 163, 171, 163, 77, 163, 15, 158, 163, 118, 163, 163, 77, 163, 77, 163, 77, 70, 114, 77, 158, 77, 70, 118, 165, 60, 51, 70, 117, 163, 158, 15, 163, 163, 163, 114, 163, 171, 163, 163, 77, 163, 77, 158, 77, 70, 114, 2]",0
ch_5023,17978,"[1, 165, 77, 15, 117, 163, 158, 163, 163, 165, 163, 163, 70, 114, 158, 60, 163, 163, 172, 145, 70, 70, 163, 163, 158, 163, 77, 15, 145, 163, 163, 163, 163, 163, 70, 15, 158, 106, 70, 117, 165, 172, 51, 70, 163, 163, 165, 2]",0
ch_5024,17978,"[1, 163, 163, 165, 163, 114, 163, 171, 163, 106, 165, 158, 77, 70, 15, 158, 2]",0
ch_5025,17978,"[1, 163, 165, 163, 77, 163, 77, 145, 114, 114, 47, 15, 163, 163, 15, 163, 163, 172, 172, 145, 70, 145, 163, 163, 158, 163, 77, 15, 106, 60, 15, 163, 165, 163, 77, 163, 77, 163, 77, 70, 114, 158, 106, 70, 106, 165, 13, 145, 70, 17, 163, 114, 163, 171, 158, 15, 163, 163, 163, 77, 15, 163, 112, 163, 77, 15, 163, 163, 163, 77, 70, 145, 70, 106, 60, 51, 70, 108, 163, 163, 77, 51, 51, 117, 2]",0
ch_5026,17978,"[1, 163, 165, 163, 77, 163, 77, 145, 114, 163, 108, 114, 163, 171, 114, 163, 171, 158, 15, 163, 163, 163, 172, 165, 163, 77, 145, 70, 15, 158, 163, 114, 163, 171, 158, 163, 77, 163, 77, 163, 77, 163, 77, 163, 77, 70, 117, 70, 114, 163, 77, 163, 77, 51, 70, 51, 163, 114, 163, 171, 158, 15, 25, 172, 15, 163, 163, 163, 165, 163, 172, 51, 70, 118, 163, 163, 77, 51, 51, 158, 2]",0
ch_5027,17978,"[1, 163, 60, 163, 158, 15, 25, 60, 15, 163, 163, 163, 165, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 15, 77, 163, 118, 163, 77, 163, 77, 163, 15, 163, 36, 77, 70, 25, 163, 77, 70, 118, 165, 172, 51, 70, 165, 163, 158, 15, 163, 163, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 163, 77, 70, 114, 36, 2]",0
ch_5028,17978,"[1, 163, 163, 114, 163, 171, 158, 163, 163, 163, 163, 172, 158, 163, 114, 163, 171, 60, 163, 172, 145, 70, 163, 163, 114, 163, 171, 158, 163, 163, 163, 163, 89, 15, 163, 163, 15, 163, 163, 163, 172, 15, 158, 163, 77, 163, 77, 15, 163, 165, 163, 77, 70, 25, 158, 51, 70, 25, 163, 51, 70, 158, 171, 2]",0
ch_5029,17978,"[1, 158, 163, 163, 60, 163, 163, 60, 15, 165, 158, 163, 114, 163, 171, 163, 163, 163, 70, 70, 60, 15, 70, 163, 165, 165, 70, 77, 2]",0
ch_5030,17978,"[1, 163, 165, 163, 163, 163, 158, 163, 114, 163, 171, 56, 15, 106, 108, 163, 77, 163, 77, 15, 163, 163, 163, 77, 70, 25, 163, 163, 114, 163, 171, 158, 145, 70, 77, 163, 163, 77, 163, 15, 17, 163, 15, 163, 36, 15, 163, 36, 36, 77, 163, 15, 17, 163, 15, 163, 36, 15, 163, 36, 36, 77, 70, 77, 172, 51, 70, 106, 163, 77, 163, 77, 15, 70, 163, 165, 163, 77, 70, 145, 2]",0
ch_5031,17978,"[1, 158, 163, 163, 163, 77, 163, 77, 15, 106, 163, 114, 163, 171, 163, 77, 163, 77, 163, 77, 70, 114, 163, 77, 70, 77, 2]",0
ch_5032,17978,"[1, 158, 163, 114, 163, 171, 163, 158, 163, 114, 163, 171, 163, 114, 163, 171, 163, 77, 163, 15, 163, 126, 77, 163, 77, 70, 25, 70, 158, 2]",0
ch_5033,17978,"[1, 163, 106, 163, 15, 17, 158, 163, 163, 165, 163, 163, 70, 114, 106, 163, 15, 17, 158, 163, 163, 165, 163, 163, 70, 114, 106, 51, 70, 163, 2]",0
ch_5034,17978,"[1, 163, 158, 163, 114, 163, 171, 163, 15, 17, 163, 114, 163, 171, 158, 163, 163, 165, 77, 15, 163, 165, 163, 77, 163, 77, 163, 77, 70, 114, 51, 70, 163, 2]",0
ch_5035,17978,"[1, 163, 165, 163, 163, 114, 163, 171, 158, 163, 77, 163, 77, 163, 114, 51, 77, 70, 114, 163, 114, 163, 171, 158, 15, 163, 163, 172, 163, 163, 172, 145, 70, 51, 163, 163, 114, 163, 171, 158, 163, 163, 77, 163, 77, 15, 70, 165, 163, 163, 77, 70, 145, 165, 60, 51, 70, 70, 163, 165, 51, 70, 158, 2]",0
ch_5036,17978,"[1, 165, 77, 15, 163, 165, 163, 60, 163, 163, 60, 172, 145, 70, 77, 163, 165, 163, 172, 15, 163, 165, 163, 158, 70, 17, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 15, 163, 36, 163, 77, 70, 25, 165, 51, 70, 25, 2]",0
ch_5037,17978,"[1, 163, 60, 163, 158, 15, 25, 172, 15, 163, 163, 163, 165, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 15, 106, 163, 77, 163, 77, 15, 70, 163, 105, 163, 77, 70, 145, 163, 77, 70, 77, 165, 172, 51, 70, 117, 163, 158, 15, 163, 163, 163, 114, 163, 171, 163, 158, 15, 163, 163, 163, 2]",0
ch_5038,17978,"[1, 163, 165, 163, 77, 163, 77, 145, 15, 70, 158, 163, 114, 163, 171, 158, 163, 77, 163, 77, 163, 114, 51, 77, 70, 114, 60, 163, 60, 15, 108, 163, 163, 114, 163, 171, 158, 163, 163, 77, 163, 77, 163, 106, 70, 114, 165, 60, 15, 70, 163, 165, 60, 51, 70, 70, 165, 51, 70, 25, 163, 77, 51, 51, 51, 2]",0
ch_5039,17978,"[1, 165, 77, 145, 51, 15, 163, 60, 163, 163, 172, 145, 70, 51, 158, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 15, 163, 36, 163, 77, 70, 25, 172, 15, 70, 163, 165, 165, 51, 70, 70, 158, 163, 163, 77, 163, 77, 15, 163, 126, 163, 15, 163, 126, 77, 70, 145, 2]",0
ch_5040,17978,"[1, 165, 77, 145, 51, 50, 163, 172, 163, 172, 163, 77, 163, 145, 70, 51, 158, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 15, 163, 36, 163, 77, 70, 25, 77, 163, 77, 70, 50, 165, 172, 51, 70, 51, 172, 15, 70, 163, 165, 165, 51, 70, 117, 158, 163, 163, 77, 163, 77, 163, 15, 163, 36, 77, 70, 25, 2]",0
ch_5041,17978,"[1, 163, 77, 163, 172, 145, 70, 15, 163, 163, 114, 163, 171, 158, 15, 51, 163, 163, 165, 163, 163, 77, 163, 77, 163, 77, 70, 114, 163, 114, 163, 171, 158, 172, 145, 70, 17, 163, 165, 163, 114, 163, 171, 60, 15, 51, 163, 163, 77, 163, 163, 77, 163, 77, 15, 163, 36, 163, 77, 70, 25, 163, 163, 77, 155, 163, 77, 163, 77, 163, 77, 70, 17, 70, 114, 2]",0
ch_5042,17978,"[1, 163, 163, 15, 163, 163, 158, 163, 114, 163, 171, 158, 172, 163, 77, 172, 15, 118, 163, 163, 114, 163, 171, 158, 163, 163, 163, 158, 15, 163, 163, 163, 165, 60, 70, 108, 163, 165, 2]",0
ch_5043,17978,"[1, 163, 163, 77, 163, 77, 15, 118, 163, 158, 108, 114, 163, 171, 114, 163, 171, 158, 15, 163, 163, 163, 163, 77, 70, 77, 2]",0
ch_5044,17978,"[1, 163, 158, 163, 106, 163, 145, 51, 17, 163, 163, 158, 163, 114, 163, 171, 163, 60, 163, 163, 172, 60, 145, 70, 15, 163, 165, 163, 60, 15, 163, 165, 163, 158, 70, 17, 163, 114, 163, 171, 163, 163, 163, 70, 70, 165, 51, 70, 163, 77, 51, 70, 106, 2]",0
ch_5045,17978,"[1, 165, 77, 145, 70, 118, 163, 172, 163, 77, 172, 15, 118, 158, 163, 114, 163, 171, 163, 163, 77, 163, 77, 163, 106, 70, 114, 60, 15, 70, 163, 165, 165, 51, 70, 163, 158, 163, 163, 163, 158, 163, 163, 165, 163, 163, 70, 114, 2]",0
ch_5046,17978,"[1, 163, 165, 163, 77, 163, 77, 163, 77, 70, 114, 163, 158, 163, 114, 163, 171, 163, 172, 163, 163, 60, 172, 145, 70, 158, 163, 165, 163, 60, 15, 163, 165, 163, 158, 70, 17, 163, 114, 163, 171, 158, 163, 77, 163, 77, 15, 163, 36, 163, 77, 70, 25, 165, 51, 70, 25, 2]",0
ch_5047,17978,"[1, 165, 77, 145, 51, 145, 163, 172, 163, 163, 60, 172, 145, 70, 165, 163, 165, 163, 172, 15, 163, 165, 163, 158, 70, 17, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 163, 77, 70, 114, 165, 51, 70, 114, 158, 163, 163, 77, 163, 77, 163, 114, 51, 77, 70, 114, 165, 163, 165, 70, 114, 2]",0
ch_5048,17978,"[1, 163, 165, 172, 145, 70, 145, 163, 158, 15, 163, 163, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 163, 15, 163, 126, 77, 70, 25, 172, 15, 163, 163, 163, 158, 15, 25, 60, 15, 163, 163, 163, 165, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 15, 163, 126, 163, 77, 70, 25, 2]",0
ch_5049,17978,"[1, 163, 163, 77, 163, 77, 15, 114, 163, 77, 70, 114, 163, 158, 77, 15, 17, 163, 15, 163, 36, 15, 163, 36, 36, 163, 163, 15, 145, 163, 77, 163, 77, 108, 70, 15, 106, 51, 70, 70, 2]",0
ch_5050,17978,"[1, 163, 163, 77, 163, 77, 145, 51, 50, 108, 13, 15, 158, 163, 114, 163, 171, 158, 163, 163, 15, 163, 163, 163, 163, 163, 114, 163, 171, 158, 15, 117, 163, 163, 77, 163, 77, 163, 77, 70, 114, 172, 51, 70, 51, 163, 77, 163, 77, 15, 70, 163, 165, 163, 77, 70, 145, 163, 77, 51, 51, 70, 2]",0
ch_5051,17978,"[1, 163, 165, 163, 163, 165, 163, 114, 163, 171, 158, 163, 114, 163, 171, 56, 145, 70, 145, 163, 77, 163, 15, 165, 163, 118, 163, 77, 163, 163, 163, 163, 70, 114, 77, 163, 77, 70, 77, 51, 70, 163, 60, 145, 70, 70, 163, 114, 163, 171, 158, 163, 60, 15, 163, 165, 163, 77, 163, 77, 163, 77, 70, 114, 60, 163, 114, 163, 171, 165, 60, 15, 17, 163, 77, 163, 77, 163, 77, 70, 114, 60, 15, 17, 163, 77, 163, 77, 163, 77, 70, 114, 158, 51, 70, 70, 172, 51, 51, 108, 163, 77, 163, 77, 15, 163, 165, 163, 77, 70, 25, 2]",0
ch_5052,17978,"[1, 165, 77, 145, 70, 118, 163, 172, 163, 77, 172, 15, 118, 158, 163, 114, 163, 171, 163, 158, 163, 163, 165, 163, 163, 70, 114, 60, 15, 70, 163, 165, 165, 51, 70, 163, 158, 163, 163, 163, 163, 163, 163, 70, 114, 2]",0
ch_5053,17978,"[1, 158, 77, 15, 163, 158, 158, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 15, 163, 158, 163, 77, 70, 25, 2]",0
ch_5054,17978,"[1, 163, 165, 163, 163, 114, 163, 171, 158, 163, 172, 15, 163, 163, 172, 15, 70, 165, 163, 163, 158, 15, 163, 163, 163, 114, 163, 171, 163, 77, 163, 77, 15, 108, 158, 163, 114, 163, 171, 163, 163, 77, 15, 163, 163, 165, 158, 40, 114, 163, 77, 70, 118, 165, 163, 60, 51, 70, 77, 163, 2]",0
ch_5055,17978,"[1, 163, 163, 158, 163, 114, 163, 171, 163, 172, 163, 77, 172, 15, 77, 158, 163, 114, 163, 171, 163, 163, 163, 165, 163, 163, 70, 114, 172, 15, 70, 163, 165, 165, 70, 50, 2]",0
ch_5056,17978,"[1, 163, 158, 15, 163, 163, 163, 163, 114, 163, 171, 158, 60, 163, 163, 172, 15, 106, 163, 163, 158, 163, 114, 163, 171, 163, 163, 163, 70, 70, 165, 172, 70, 77, 163, 165, 2]",0
ch_5057,17978,"[1, 163, 163, 163, 77, 15, 163, 163, 155, 163, 77, 15, 70, 163, 105, 163, 106, 158, 70, 25, 163, 70, 158, 171, 2]",0
ch_5058,17978,"[1, 163, 165, 163, 163, 165, 163, 114, 163, 171, 158, 163, 114, 163, 171, 56, 15, 165, 163, 77, 163, 77, 163, 77, 70, 114, 70, 117, 60, 15, 118, 163, 77, 163, 77, 15, 15, 165, 163, 163, 165, 163, 77, 70, 117, 158, 60, 15, 17, 163, 77, 163, 77, 163, 77, 70, 114, 60, 15, 17, 163, 77, 163, 77, 163, 77, 70, 114, 165, 163, 114, 163, 171, 60, 51, 70, 70, 172, 51, 51, 114, 163, 114, 163, 171, 158, 163, 163, 163, 77, 163, 15, 70, 165, 163, 77, 15, 70, 165, 163, 163, 77, 70, 117, 163, 70, 77, 2]",0
ch_5059,17978,"[1, 163, 165, 163, 77, 163, 77, 145, 15, 15, 163, 118, 163, 77, 158, 77, 163, 114, 51, 77, 70, 114, 163, 114, 163, 171, 158, 15, 25, 172, 15, 163, 163, 163, 165, 163, 172, 15, 163, 163, 60, 15, 108, 163, 158, 15, 163, 163, 163, 114, 163, 171, 163, 158, 15, 163, 163, 163, 165, 51, 70, 145, 163, 77, 51, 51, 70, 2]",0
ch_5060,17978,"[1, 163, 165, 163, 163, 114, 163, 171, 158, 163, 60, 15, 163, 163, 60, 15, 70, 165, 163, 163, 158, 15, 163, 163, 163, 114, 163, 171, 163, 77, 163, 77, 15, 108, 158, 163, 114, 163, 171, 163, 163, 77, 15, 163, 163, 165, 158, 40, 114, 163, 77, 70, 118, 165, 163, 60, 51, 70, 77, 163, 2]",0
ch_5061,17978,"[1, 163, 158, 163, 106, 163, 145, 51, 117, 108, 114, 163, 171, 114, 163, 171, 158, 163, 60, 15, 163, 165, 163, 165, 163, 60, 165, 172, 15, 106, 163, 163, 114, 163, 171, 158, 163, 163, 163, 163, 70, 51, 163, 163, 172, 70, 77, 51, 70, 15, 77, 51, 70, 106, 2]",0
ch_5062,17978,"[1, 163, 163, 158, 163, 106, 163, 15, 15, 165, 163, 163, 165, 106, 163, 15, 114, 158, 15, 163, 163, 163, 106, 70, 106, 2]",0
ch_5063,17978,"[1, 163, 163, 77, 163, 15, 114, 163, 114, 163, 171, 165, 77, 163, 15, 17, 108, 15, 163, 158, 114, 163, 171, 171, 77, 70, 106, 2]",0
ch_5064,17978,"[1, 165, 77, 145, 70, 50, 163, 60, 163, 77, 172, 15, 50, 158, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 163, 77, 70, 114, 60, 15, 70, 163, 165, 165, 51, 70, 163, 158, 163, 163, 77, 163, 106, 163, 106, 70, 114, 2]",0
ch_5065,17978,"[1, 163, 165, 60, 145, 70, 145, 163, 158, 15, 163, 163, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 163, 15, 163, 126, 77, 70, 25, 172, 15, 163, 163, 163, 158, 15, 25, 172, 15, 163, 163, 163, 165, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 15, 163, 126, 163, 77, 70, 25, 2]",0
ch_5066,17978,"[1, 163, 163, 77, 163, 15, 163, 163, 106, 163, 145, 15, 163, 158, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 145, 70, 77, 158, 163, 114, 163, 171, 163, 77, 163, 77, 158, 15, 77, 165, 163, 163, 77, 163, 77, 15, 163, 36, 163, 77, 70, 25, 163, 70, 118, 171, 163, 77, 51, 70, 17, 106, 51, 51, 51, 2]",0
ch_5067,17978,"[1, 163, 77, 163, 165, 163, 114, 163, 171, 60, 172, 163, 114, 163, 171, 165, 172, 15, 17, 163, 77, 163, 77, 163, 77, 70, 114, 172, 15, 17, 163, 77, 163, 77, 163, 77, 70, 114, 158, 51, 70, 70, 172, 145, 15, 77, 163, 77, 163, 77, 145, 15, 163, 165, 163, 163, 165, 163, 114, 163, 171, 172, 163, 172, 163, 114, 163, 171, 158, 172, 15, 25, 163, 163, 15, 163, 163, 163, 163, 114, 163, 171, 158, 70, 158, 172, 70, 118, 163, 77, 163, 77, 163, 15, 15, 165, 163, 163, 165, 77, 70, 117, 163, 77, 51, 51, 15, 13, 51, 15, 165, 163, 114, 163, 171, 158, 163, 77, 163, 77, 15, 163, 30, 163, 77, 70, 25, 70, 165, 2]",0
ch_5068,17978,"[1, 163, 172, 15, 70, 163, 165, 158, 163, 172, 15, 163, 163, 60, 145, 70, 15, 163, 158, 15, 163, 163, 163, 114, 163, 171, 163, 77, 163, 77, 163, 15, 163, 36, 77, 70, 25, 165, 163, 77, 163, 15, 17, 163, 77, 158, 77, 158, 77, 70, 114, 77, 163, 77, 70, 158, 108, 51, 70, 118, 114, 163, 171, 171, 2]",0
ch_5069,17978,"[1, 165, 77, 158, 77, 15, 158, 158, 163, 163, 158, 163, 163, 165, 163, 163, 70, 114, 163, 106, 155, 70, 118, 2]",0
ch_5070,17978,"[1, 165, 59, 114, 163, 171, 145, 51, 25, 158, 163, 163, 172, 163, 163, 60, 145, 70, 51, 158, 108, 114, 163, 171, 114, 163, 171, 163, 77, 163, 77, 163, 15, 163, 126, 77, 70, 25, 60, 15, 70, 163, 165, 165, 51, 70, 70, 163, 77, 163, 77, 163, 15, 163, 36, 77, 70, 25, 2]",0
ch_5071,17978,"[1, 163, 163, 15, 163, 163, 158, 163, 114, 163, 171, 158, 172, 163, 77, 172, 15, 118, 163, 163, 114, 163, 171, 158, 163, 163, 163, 158, 15, 163, 163, 163, 165, 172, 70, 108, 163, 165, 2]",0
ch_5072,17978,"[1, 163, 163, 77, 15, 163, 163, 163, 15, 163, 163, 77, 15, 158, 163, 108, 163, 77, 163, 77, 163, 77, 70, 114, 158, 163, 15, 163, 163, 77, 51, 70, 163, 163, 2]",0
